# Bai toan truyen nhiet 1D
# Phuong phap sai phan huu han hien
#
# N_x    = 101
# N_time = 600
# l      = 0.5
# t_max  = 1800.0
#
# Cot du lieu: j   i   t   x   u
  309    65  9.28547579e+02  3.25000000e-01  3.65834761e+00
  309    66  9.28547579e+02  3.30000000e-01  3.59798884e+00
  309    67  9.28547579e+02  3.35000000e-01  3.53407949e+00
  309    68  9.28547579e+02  3.40000000e-01  3.46668262e+00
  309    69  9.28547579e+02  3.45000000e-01  3.39586475e+00
  309    70  9.28547579e+02  3.50000000e-01  3.32169579e+00
  309    71  9.28547579e+02  3.55000000e-01  3.24424891e+00
  309    72  9.28547579e+02  3.60000000e-01  3.16360057e+00
  309    73  9.28547579e+02  3.65000000e-01  3.07983035e+00
  309    74  9.28547579e+02  3.70000000e-01  2.99302091e+00
  309    75  9.28547579e+02  3.75000000e-01  2.90325793e+00
  309    76  9.28547579e+02  3.80000000e-01  2.81063000e+00
  309    77  9.28547579e+02  3.85000000e-01  2.71522852e+00
  309    78  9.28547579e+02  3.90000000e-01  2.61714763e+00
  309    79  9.28547579e+02  3.95000000e-01  2.51648413e+00
  309    80  9.28547579e+02  4.00000000e-01  2.41333735e+00
  309    81  9.28547579e+02  4.05000000e-01  2.30780907e+00
  309    82  9.28547579e+02  4.10000000e-01  2.20000345e+00
  309    83  9.28547579e+02  4.15000000e-01  2.09002685e+00
  309    84  9.28547579e+02  4.20000000e-01  1.97798780e+00
  309    85  9.28547579e+02  4.25000000e-01  1.86399686e+00
  309    86  9.28547579e+02  4.30000000e-01  1.74816653e+00
  309    87  9.28547579e+02  4.35000000e-01  1.63061109e+00
  309    88  9.28547579e+02  4.40000000e-01  1.51144655e+00
  309    89  9.28547579e+02  4.45000000e-01  1.39079051e+00
  309    90  9.28547579e+02  4.50000000e-01  1.26876202e+00
  309    91  9.28547579e+02  4.55000000e-01  1.14548150e+00
  309    92  9.28547579e+02  4.60000000e-01  1.02107061e+00
  309    93  9.28547579e+02  4.65000000e-01  8.95652107e-01
  309    94  9.28547579e+02  4.70000000e-01  7.69349758e-01
  309    95  9.28547579e+02  4.75000000e-01  6.42288200e-01
  309    96  9.28547579e+02  4.80000000e-01  5.14592815e-01
  309    97  9.28547579e+02  4.85000000e-01  3.86389614e-01
  309    98  9.28547579e+02  4.90000000e-01  2.57805110e-01
  309    99  9.28547579e+02  4.95000000e-01  1.28966192e-01
  309   100  9.28547579e+02  5.00000000e-01  0.00000000e+00

  310     0  9.31552588e+02  0.00000000e+00  0.00000000e+00
  310     1  9.31552588e+02  5.00000000e-03  1.27663329e-01
  310     2  9.31552588e+02  1.00000000e-02  2.55200757e-01
  310     3  9.31552588e+02  1.50000000e-02  3.82486423e-01
  310     4  9.31552588e+02  2.00000000e-02  5.09394712e-01
  310     5  9.31552588e+02  2.50000000e-02  6.35800379e-01
  310     6  9.31552588e+02  3.00000000e-02  7.61578670e-01
  310     7  9.31552588e+02  3.50000000e-02  8.86605447e-01
  310     8  9.31552588e+02  4.00000000e-02  1.01075731e+00
  310     9  9.31552588e+02  4.50000000e-02  1.13391173e+00
  310    10  9.31552588e+02  5.00000000e-02  1.25594715e+00
  310    11  9.31552588e+02  5.50000000e-02  1.37674312e+00
  310    12  9.31552588e+02  6.00000000e-02  1.49618042e+00
  310    13  9.31552588e+02  6.50000000e-02  1.61414115e+00
  310    14  9.31552588e+02  7.00000000e-02  1.73050888e+00
  310    15  9.31552588e+02  7.50000000e-02  1.84516877e+00
  310    16  9.31552588e+02  8.00000000e-02  1.95800763e+00
  310    17  9.31552588e+02  8.50000000e-02  2.06891409e+00
  310    18  9.31552588e+02  9.00000000e-02  2.17777869e+00
  310    19  9.31552588e+02  9.50000000e-02  2.28449397e+00
  310    20  9.31552588e+02  1.00000000e-01  2.38895461e+00
  310    21  9.31552588e+02  1.05000000e-01  2.49105750e+00
  310    22  9.31552588e+02  1.10000000e-01  2.59070186e+00
  310    23  9.31552588e+02  1.15000000e-01  2.68778935e+00
  310    24  9.31552588e+02  1.20000000e-01  2.78222415e+00
  310    25  9.31552588e+02  1.25000000e-01  2.87391304e+00
  310    26  9.31552588e+02  1.30000000e-01  2.96276554e+00
  310    27  9.31552588e+02  1.35000000e-01  3.04869396e+00
  310    28  9.31552588e+02  1.40000000e-01  3.13161348e+00
  310    29  9.31552588e+02  1.45000000e-01  3.21144227e+00
  310    30  9.31552588e+02  1.50000000e-01  3.28810155e+00
  310    31  9.31552588e+02  1.55000000e-01  3.36151566e+00
  310    32  9.31552588e+02  1.60000000e-01  3.43161216e+00
  310    33  9.31552588e+02  1.65000000e-01  3.49832187e+00
  310    34  9.31552588e+02  1.70000000e-01  3.56157895e+00
  310    35  9.31552588e+02  1.75000000e-01  3.62132098e+00
  310    36  9.31552588e+02  1.80000000e-01  3.67748902e+00
  310    37  9.31552588e+02  1.85000000e-01  3.73002763e+00
  310    38  9.31552588e+02  1.90000000e-01  3.77888497e+00
  310    39  9.31552588e+02  1.95000000e-01  3.82401284e+00
  310    40  9.31552588e+02  2.00000000e-01  3.86536671e+00
  310    41  9.31552588e+02  2.05000000e-01  3.90290578e+00
  310    42  9.31552588e+02  2.10000000e-01  3.93659301e+00
  310    43  9.31552588e+02  2.15000000e-01  3.96639517e+00
  310    44  9.31552588e+02  2.20000000e-01  3.99228287e+00
  310    45  9.31552588e+02  2.25000000e-01  4.01423056e+00
  310    46  9.31552588e+02  2.30000000e-01  4.03221660e+00
  310    47  9.31552588e+02  2.35000000e-01  4.04622326e+00
  310    48  9.31552588e+02  2.40000000e-01  4.05623673e+00
  310    49  9.31552588e+02  2.45000000e-01  4.06224713e+00
  310    50  9.31552588e+02  2.50000000e-01  4.06424856e+00
  310    51  9.31552588e+02  2.55000000e-01  4.06223905e+00
  310    52  9.31552588e+02  2.60000000e-01  4.05622061e+00
  310    53  9.31552588e+02  2.65000000e-01  4.04619918e+00
  310    54  9.31552588e+02  2.70000000e-01  4.03218468e+00
  310    55  9.31552588e+02  2.75000000e-01  4.01419094e+00
  310    56  9.31552588e+02  2.80000000e-01  3.99223574e+00
  310    57  9.31552588e+02  2.85000000e-01  3.96634076e+00
  310    58  9.31552588e+02  2.90000000e-01  3.93653157e+00
  310    59  9.31552588e+02  2.95000000e-01  3.90283760e+00
  310    60  9.31552588e+02  3.00000000e-01  3.86529211e+00
  310    61  9.31552588e+02  3.05000000e-01  3.82393217e+00
  310    62  9.31552588e+02  3.10000000e-01  3.77879861e+00
  310    63  9.31552588e+02  3.15000000e-01  3.72993598e+00
  310    64  9.31552588e+02  3.20000000e-01  3.67739251e+00
  310    65  9.31552588e+02  3.25000000e-01  3.62122006e+00
  310    66  9.31552588e+02  3.30000000e-01  3.56147408e+00
  310    67  9.31552588e+02  3.35000000e-01  3.49821352e+00
  310    68  9.31552588e+02  3.40000000e-01  3.43150084e+00
  310    69  9.31552588e+02  3.45000000e-01  3.36140187e+00
  310    70  9.31552588e+02  3.50000000e-01  3.28798579e+00
  310    71  9.31552588e+02  3.55000000e-01  3.21132506e+00
  310    72  9.31552588e+02  3.60000000e-01  3.13149534e+00
  310    73  9.31552588e+02  3.65000000e-01  3.04857541e+00
  310    74  9.31552588e+02  3.70000000e-01  2.96264709e+00
  310    75  9.31552588e+02  3.75000000e-01  2.87379519e+00
  310    76  9.31552588e+02  3.80000000e-01  2.78210740e+00
  310    77  9.31552588e+02  3.85000000e-01  2.68767419e+00
  310    78  9.31552588e+02  3.90000000e-01  2.59058876e+00
  310    79  9.31552588e+02  3.95000000e-01  2.49094690e+00
  310    80  9.31552588e+02  4.00000000e-01  2.38884695e+00
  310    81  9.31552588e+02  4.05000000e-01  2.28438967e+00
  310    82  9.31552588e+02  4.10000000e-01  2.17767813e+00
  310    83  9.31552588e+02  4.15000000e-01  2.06881764e+00
  310    84  9.31552588e+02  4.20000000e-01  1.95791561e+00
  310    85  9.31552588e+02  4.25000000e-01  1.84508150e+00
  310    86  9.31552588e+02  4.30000000e-01  1.73042664e+00
  310    87  9.31552588e+02  4.35000000e-01  1.61406417e+00
  310    88  9.31552588e+02  4.40000000e-01  1.49610892e+00
  310    89  9.31552588e+02  4.45000000e-01  1.37667729e+00
  310    90  9.31552588e+02  4.50000000e-01  1.25588713e+00
  310    91  9.31552588e+02  4.55000000e-01  1.13385764e+00
  310    92  9.31552588e+02  4.60000000e-01  1.01070924e+00
  310    93  9.31552588e+02  4.65000000e-01  8.86563441e-01
  310    94  9.31552588e+02  4.70000000e-01  7.61542764e-01
  310    95  9.31552588e+02  4.75000000e-01  6.35770575e-01
  310    96  9.31552588e+02  4.80000000e-01  5.09370986e-01
  310    97  9.31552588e+02  4.85000000e-01  3.82468731e-01
  310    98  9.31552588e+02  4.90000000e-01  2.55189039e-01
  310    99  9.31552588e+02  4.95000000e-01  1.27657511e-01
  310   100  9.31552588e+02  5.00000000e-01  0.00000000e+00

  311     0  9.34557596e+02  0.00000000e+00  0.00000000e+00
  311     1  9.34557596e+02  5.00000000e-03  1.26367292e-01
  311     2  9.34557596e+02  1.00000000e-02  2.52609961e-01
  311     3  9.34557596e+02  1.50000000e-02  3.78603429e-01
  311     4  9.34557596e+02  2.00000000e-02  5.04223356e-01
  311     5  9.34557596e+02  2.50000000e-02  6.29345769e-01
  311     6  9.34557596e+02  3.00000000e-02  7.53847181e-01
  311     7  9.34557596e+02  3.50000000e-02  8.77604716e-01
  311     8  9.34557596e+02  4.00000000e-02  1.00049623e+00
  311     9  9.34557596e+02  4.50000000e-02  1.12240043e+00
  311    10  9.34557596e+02  5.00000000e-02  1.24319700e+00
  311    11  9.34557596e+02  5.50000000e-02  1.36276671e+00
  311    12  9.34557596e+02  6.00000000e-02  1.48099155e+00
  311    13  9.34557596e+02  6.50000000e-02  1.59775483e+00
  311    14  9.34557596e+02  7.00000000e-02  1.71294129e+00
  311    15  9.34557596e+02  7.50000000e-02  1.82643725e+00
  311    16  9.34557596e+02  8.00000000e-02  1.93813069e+00
  311    17  9.34557596e+02  8.50000000e-02  2.04791135e+00
  311    18  9.34557596e+02  9.00000000e-02  2.15567089e+00
  311    19  9.34557596e+02  9.50000000e-02  2.26130295e+00
  311    20  9.34557596e+02  1.00000000e-01  2.36470326e+00
  311    21  9.34557596e+02  1.05000000e-01  2.46576976e+00
  311    22  9.34557596e+02  1.10000000e-01  2.56440272e+00
  311    23  9.34557596e+02  1.15000000e-01  2.66050477e+00
  311    24  9.34557596e+02  1.20000000e-01  2.75398106e+00
  311    25  9.34557596e+02  1.25000000e-01  2.84473934e+00
  311    26  9.34557596e+02  1.30000000e-01  2.93269003e+00
  311    27  9.34557596e+02  1.35000000e-01  3.01774633e+00
  311    28  9.34557596e+02  1.40000000e-01  3.09982429e+00
  311    29  9.34557596e+02  1.45000000e-01  3.17884291e+00
  311    30  9.34557596e+02  1.50000000e-01  3.25472421e+00
  311    31  9.34557596e+02  1.55000000e-01  3.32739329e+00
  311    32  9.34557596e+02  1.60000000e-01  3.39677844e+00
  311    33  9.34557596e+02  1.65000000e-01  3.46281119e+00
  311    34  9.34557596e+02  1.70000000e-01  3.52542637e+00
  311    35  9.34557596e+02  1.75000000e-01  3.58456219e+00
  311    36  9.34557596e+02  1.80000000e-01  3.64016031e+00
  311    37  9.34557596e+02  1.85000000e-01  3.69216585e+00
  311    38  9.34557596e+02  1.90000000e-01  3.74052750e+00
  311    39  9.34557596e+02  1.95000000e-01  3.78519754e+00
  311    40  9.34557596e+02  2.00000000e-01  3.82613189e+00
  311    41  9.34557596e+02  2.05000000e-01  3.86329017e+00
  311    42  9.34557596e+02  2.10000000e-01  3.89663572e+00
  311    43  9.34557596e+02  2.15000000e-01  3.92613564e+00
  311    44  9.34557596e+02  2.20000000e-01  3.95176083e+00
  311    45  9.34557596e+02  2.25000000e-01  3.97348601e+00
  311    46  9.34557596e+02  2.30000000e-01  3.99128976e+00
  311    47  9.34557596e+02  2.35000000e-01  4.00515451e+00
  311    48  9.34557596e+02  2.40000000e-01  4.01506661e+00
  311    49  9.34557596e+02  2.45000000e-01  4.02101628e+00
  311    50  9.34557596e+02  2.50000000e-01  4.02299766e+00
  311    51  9.34557596e+02  2.55000000e-01  4.02100881e+00
  311    52  9.34557596e+02  2.60000000e-01  4.01505172e+00
  311    53  9.34557596e+02  2.65000000e-01  4.00513227e+00
  311    54  9.34557596e+02  2.70000000e-01  3.99126027e+00
  311    55  9.34557596e+02  2.75000000e-01  3.97344941e+00
  311    56  9.34557596e+02  2.80000000e-01  3.95171730e+00
  311    57  9.34557596e+02  2.85000000e-01  3.92608540e+00
  311    58  9.34557596e+02  2.90000000e-01  3.89657900e+00
  311    59  9.34557596e+02  2.95000000e-01  3.86322724e+00
  311    60  9.34557596e+02  3.00000000e-01  3.82606305e+00
  311    61  9.34557596e+02  3.05000000e-01  3.78512312e+00
  311    62  9.34557596e+02  3.10000000e-01  3.74044785e+00
  311    63  9.34557596e+02  3.15000000e-01  3.69208135e+00
  311    64  9.34557596e+02  3.20000000e-01  3.64007136e+00
  311    65  9.34557596e+02  3.25000000e-01  3.58446920e+00
  311    66  9.34557596e+02  3.30000000e-01  3.52532978e+00
  311    67  9.34557596e+02  3.35000000e-01  3.46271144e+00
  311    68  9.34557596e+02  3.40000000e-01  3.39667599e+00
  311    69  9.34557596e+02  3.45000000e-01  3.32728861e+00
  311    70  9.34557596e+02  3.50000000e-01  3.25461778e+00
  311    71  9.34557596e+02  3.55000000e-01  3.17873521e+00
  311    72  9.34557596e+02  3.60000000e-01  3.09971580e+00
  311    73  9.34557596e+02  3.65000000e-01  3.01763752e+00
  311    74  9.34557596e+02  3.70000000e-01  2.93258138e+00
  311    75  9.34557596e+02  3.75000000e-01  2.84463132e+00
  311    76  9.34557596e+02  3.80000000e-01  2.75387412e+00
  311    77  9.34557596e+02  3.85000000e-01  2.66039936e+00
  311    78  9.34557596e+02  3.90000000e-01  2.56429927e+00
  311    79  9.34557596e+02  3.95000000e-01  2.46566870e+00
  311    80  9.34557596e+02  4.00000000e-01  2.36460497e+00
  311    81  9.34557596e+02  4.05000000e-01  2.26120781e+00
  311    82  9.34557596e+02  4.10000000e-01  2.15557925e+00
  311    83  9.34557596e+02  4.15000000e-01  2.04782354e+00
  311    84  9.34557596e+02  4.20000000e-01  1.93804700e+00
  311    85  9.34557596e+02  4.25000000e-01  1.82635797e+00
  311    86  9.34557596e+02  4.30000000e-01  1.71286666e+00
  311    87  9.34557596e+02  4.35000000e-01  1.59768506e+00
  311    88  9.34557596e+02  4.40000000e-01  1.48092683e+00
  311    89  9.34557596e+02  4.45000000e-01  1.36270719e+00
  311    90  9.34557596e+02  4.50000000e-01  1.24314280e+00
  311    91  9.34557596e+02  4.55000000e-01  1.12235165e+00
  311    92  9.34557596e+02  4.60000000e-01  1.00045294e+00
  311    93  9.34557596e+02  4.65000000e-01  8.77566942e-01
  311    94  9.34557596e+02  4.70000000e-01  7.53814938e-01
  311    95  9.34557596e+02  4.75000000e-01  6.29319042e-01
  311    96  9.34557596e+02  4.80000000e-01  5.04202109e-01
  311    97  9.34557596e+02  4.85000000e-01  3.78587606e-01
  311    98  9.34557596e+02  4.90000000e-01  2.52599494e-01
  311    99  9.34557596e+02  4.95000000e-01  1.26362100e-01
  311   100  9.34557596e+02  5.00000000e-01  0.00000000e+00

  312     0  9.37562604e+02  0.00000000e+00  0.00000000e+00
  312     1  9.37562604e+02  5.00000000e-03  1.25084424e-01
  312     2  9.37562604e+02  1.00000000e-02  2.50045493e-01
  312     3  9.37562604e+02  1.50000000e-02  3.74759892e-01
  312     4  9.37562604e+02  2.00000000e-02  4.99104546e-01
  312     5  9.37562604e+02  2.50000000e-02  6.22956742e-01
  312     6  9.37562604e+02  3.00000000e-02  7.46194246e-01
  312     7  9.37562604e+02  3.50000000e-02  8.68695431e-01
  312     8  9.37562604e+02  4.00000000e-02  9.90339394e-01
  312     9  9.37562604e+02  4.50000000e-02  1.11100608e+00
  312    10  9.37562604e+02  5.00000000e-02  1.23057638e+00
  312    11  9.37562604e+02  5.50000000e-02  1.34893229e+00
  312    12  9.37562604e+02  6.00000000e-02  1.46595698e+00
  312    13  9.37562604e+02  6.50000000e-02  1.58153496e+00
  312    14  9.37562604e+02  7.00000000e-02  1.69555215e+00
  312    15  9.37562604e+02  7.50000000e-02  1.80789600e+00
  312    16  9.37562604e+02  8.00000000e-02  1.91845564e+00
  312    17  9.37562604e+02  8.50000000e-02  2.02712194e+00
  312    18  9.37562604e+02  9.00000000e-02  2.13378764e+00
  312    19  9.37562604e+02  9.50000000e-02  2.23834747e+00
  312    20  9.37562604e+02  1.00000000e-01  2.34069821e+00
  312    21  9.37562604e+02  1.05000000e-01  2.44073886e+00
  312    22  9.37562604e+02  1.10000000e-01  2.53837067e+00
  312    23  9.37562604e+02  1.15000000e-01  2.63349728e+00
  312    24  9.37562604e+02  1.20000000e-01  2.72602480e+00
  312    25  9.37562604e+02  1.25000000e-01  2.81586191e+00
  312    26  9.37562604e+02  1.30000000e-01  2.90291994e+00
  312    27  9.37562604e+02  1.35000000e-01  2.98711298e+00
  312    28  9.37562604e+02  1.40000000e-01  3.06835792e+00
  312    29  9.37562604e+02  1.45000000e-01  3.14657459e+00
  312    30  9.37562604e+02  1.50000000e-01  3.22168579e+00
  312    31  9.37562604e+02  1.55000000e-01  3.29361739e+00
  312    32  9.37562604e+02  1.60000000e-01  3.36229841e+00
  312    33  9.37562604e+02  1.65000000e-01  3.42766107e+00
  312    34  9.37562604e+02  1.70000000e-01  3.48964086e+00
  312    35  9.37562604e+02  1.75000000e-01  3.54817663e+00
  312    36  9.37562604e+02  1.80000000e-01  3.60321060e+00
  312    37  9.37562604e+02  1.85000000e-01  3.65468847e+00
  312    38  9.37562604e+02  1.90000000e-01  3.70255945e+00
  312    39  9.37562604e+02  1.95000000e-01  3.74677630e+00
  312    40  9.37562604e+02  2.00000000e-01  3.78729539e+00
  312    41  9.37562604e+02  2.05000000e-01  3.82407674e+00
  312    42  9.37562604e+02  2.10000000e-01  3.85708406e+00
  312    43  9.37562604e+02  2.15000000e-01  3.88628480e+00
  312    44  9.37562604e+02  2.20000000e-01  3.91165013e+00
  312    45  9.37562604e+02  2.25000000e-01  3.93315505e+00
  312    46  9.37562604e+02  2.30000000e-01  3.95077835e+00
  312    47  9.37562604e+02  2.35000000e-01  3.96450263e+00
  312    48  9.37562604e+02  2.40000000e-01  3.97431437e+00
  312    49  9.37562604e+02  2.45000000e-01  3.98020391e+00
  312    50  9.37562604e+02  2.50000000e-01  3.98216544e+00
  312    51  9.37562604e+02  2.55000000e-01  3.98019704e+00
  312    52  9.37562604e+02  2.60000000e-01  3.97430066e+00
  312    53  9.37562604e+02  2.65000000e-01  3.96448214e+00
  312    54  9.37562604e+02  2.70000000e-01  3.95075119e+00
  312    55  9.37562604e+02  2.75000000e-01  3.93312136e+00
  312    56  9.37562604e+02  2.80000000e-01  3.91161006e+00
  312    57  9.37562604e+02  2.85000000e-01  3.88623854e+00
  312    58  9.37562604e+02  2.90000000e-01  3.85703185e+00
  312    59  9.37562604e+02  2.95000000e-01  3.82401883e+00
  312    60  9.37562604e+02  3.00000000e-01  3.78723206e+00
  312    61  9.37562604e+02  3.05000000e-01  3.74670786e+00
  312    62  9.37562604e+02  3.10000000e-01  3.70248622e+00
  312    63  9.37562604e+02  3.15000000e-01  3.65461081e+00
  312    64  9.37562604e+02  3.20000000e-01  3.60312887e+00
  312    65  9.37562604e+02  3.25000000e-01  3.54809123e+00
  312    66  9.37562604e+02  3.30000000e-01  3.48955219e+00
  312    67  9.37562604e+02  3.35000000e-01  3.42756954e+00
  312    68  9.37562604e+02  3.40000000e-01  3.36220446e+00
  312    69  9.37562604e+02  3.45000000e-01  3.29352144e+00
  312    70  9.37562604e+02  3.50000000e-01  3.22158829e+00
  312    71  9.37562604e+02  3.55000000e-01  3.14647598e+00
  312    72  9.37562604e+02  3.60000000e-01  3.06825865e+00
  312    73  9.37562604e+02  3.65000000e-01  2.98701348e+00
  312    74  9.37562604e+02  3.70000000e-01  2.90282066e+00
  312    75  9.37562604e+02  3.75000000e-01  2.81576328e+00
  312    76  9.37562604e+02  3.80000000e-01  2.72592724e+00
  312    77  9.37562604e+02  3.85000000e-01  2.63340119e+00
  312    78  9.37562604e+02  3.90000000e-01  2.53827646e+00
  312    79  9.37562604e+02  3.95000000e-01  2.44064690e+00
  312    80  9.37562604e+02  4.00000000e-01  2.34060886e+00
  312    81  9.37562604e+02  4.05000000e-01  2.23826107e+00
  312    82  9.37562604e+02  4.10000000e-01  2.13370451e+00
  312    83  9.37562604e+02  4.15000000e-01  2.02704237e+00
  312    84  9.37562604e+02  4.20000000e-01  1.91837991e+00
  312    85  9.37562604e+02  4.25000000e-01  1.80782434e+00
  312    86  9.37562604e+02  4.30000000e-01  1.69548477e+00
  312    87  9.37562604e+02  4.35000000e-01  1.58147206e+00
  312    88  9.37562604e+02  4.40000000e-01  1.46589871e+00
  312    89  9.37562604e+02  4.45000000e-01  1.34887877e+00
  312    90  9.37562604e+02  4.50000000e-01  1.23052773e+00
  312    91  9.37562604e+02  4.55000000e-01  1.11096235e+00
  312    92  9.37562604e+02  4.60000000e-01  9.90300648e-01
  312    93  9.37562604e+02  4.65000000e-01  8.68661678e-01
  312    94  9.37562604e+02  4.70000000e-01  7.46165479e-01
  312    95  9.37562604e+02  4.75000000e-01  6.22932933e-01
  312    96  9.37562604e+02  4.80000000e-01  4.99085648e-01
  312    97  9.37562604e+02  4.85000000e-01  3.74745839e-01
  312    98  9.37562604e+02  4.90000000e-01  2.50036209e-01
  312    99  9.37562604e+02  4.95000000e-01  1.25079826e-01
  312   100  9.37562604e+02  5.00000000e-01  0.00000000e+00

  313     0  9.40567613e+02  0.00000000e+00  0.00000000e+00
  313     1  9.40567613e+02  5.00000000e-03  1.23814591e-01
  313     2  9.40567613e+02  1.00000000e-02  2.47507080e-01
  313     3  9.40567613e+02  1.50000000e-02  3.70955406e-01
  313     4  9.40567613e+02  2.00000000e-02  4.94037743e-01
  313     5  9.40567613e+02  2.50000000e-02  6.16632625e-01
  313     6  9.40567613e+02  3.00000000e-02  7.38619060e-01
  313     7  9.40567613e+02  3.50000000e-02  8.59876658e-01
  313     8  9.40567613e+02  4.00000000e-02  9.80285741e-01
  313     9  9.40567613e+02  4.50000000e-02  1.09972747e+00
  313    10  9.40567613e+02  5.00000000e-02  1.21808396e+00
  313    11  9.40567613e+02  5.50000000e-02  1.33523839e+00
  313    12  9.40567613e+02  6.00000000e-02  1.45107513e+00
  313    13  9.40567613e+02  6.50000000e-02  1.56547986e+00
  313    14  9.40567613e+02  7.00000000e-02  1.67833964e+00
  313    15  9.40567613e+02  7.50000000e-02  1.78954309e+00
  313    16  9.40567613e+02  8.00000000e-02  1.89898044e+00
  313    17  9.40567613e+02  8.50000000e-02  2.00654369e+00
  313    18  9.40567613e+02  9.00000000e-02  2.11212665e+00
  313    19  9.40567613e+02  9.50000000e-02  2.21562513e+00
  313    20  9.40567613e+02  1.00000000e-01  2.31693697e+00
  313    21  9.40567613e+02  1.05000000e-01  2.41596217e+00
  313    22  9.40567613e+02  1.10000000e-01  2.51260300e+00
  313    23  9.40567613e+02  1.15000000e-01  2.60676407e+00
  313    24  9.40567613e+02  1.20000000e-01  2.69835245e+00
  313    25  9.40567613e+02  1.25000000e-01  2.78727774e+00
  313    26  9.40567613e+02  1.30000000e-01  2.87345217e+00
  313    27  9.40567613e+02  1.35000000e-01  2.95679070e+00
  313    28  9.40567613e+02  1.40000000e-01  3.03721108e+00
  313    29  9.40567613e+02  1.45000000e-01  3.11463393e+00
  313    30  9.40567613e+02  1.50000000e-01  3.18898285e+00
  313    31  9.40567613e+02  1.55000000e-01  3.26018446e+00
  313    32  9.40567613e+02  1.60000000e-01  3.32816849e+00
  313    33  9.40567613e+02  1.65000000e-01  3.39286786e+00
  313    34  9.40567613e+02  1.70000000e-01  3.45421871e+00
  313    35  9.40567613e+02  1.75000000e-01  3.51216049e+00
  313    36  9.40567613e+02  1.80000000e-01  3.56663604e+00
  313    37  9.40567613e+02  1.85000000e-01  3.61759160e+00
  313    38  9.40567613e+02  1.90000000e-01  3.66497688e+00
  313    39  9.40567613e+02  1.95000000e-01  3.70874513e+00
  313    40  9.40567613e+02  2.00000000e-01  3.74885315e+00
  313    41  9.40567613e+02  2.05000000e-01  3.78526139e+00
  313    42  9.40567613e+02  2.10000000e-01  3.81793392e+00
  313    43  9.40567613e+02  2.15000000e-01  3.84683849e+00
  313    44  9.40567613e+02  2.20000000e-01  3.87194661e+00
  313    45  9.40567613e+02  2.25000000e-01  3.89323349e+00
  313    46  9.40567613e+02  2.30000000e-01  3.91067815e+00
  313    47  9.40567613e+02  2.35000000e-01  3.92426338e+00
  313    48  9.40567613e+02  2.40000000e-01  3.93397578e+00
  313    49  9.40567613e+02  2.45000000e-01  3.93980579e+00
  313    50  9.40567613e+02  2.50000000e-01  3.94174765e+00
  313    51  9.40567613e+02  2.55000000e-01  3.93979947e+00
  313    52  9.40567613e+02  2.60000000e-01  3.93396319e+00
  313    53  9.40567613e+02  2.65000000e-01  3.92424457e+00
  313    54  9.40567613e+02  2.70000000e-01  3.91065322e+00
  313    55  9.40567613e+02  2.75000000e-01  3.89320256e+00
  313    56  9.40567613e+02  2.80000000e-01  3.87190983e+00
  313    57  9.40567613e+02  2.85000000e-01  3.84679606e+00
  313    58  9.40567613e+02  2.90000000e-01  3.81788603e+00
  313    59  9.40567613e+02  2.95000000e-01  3.78520829e+00
  313    60  9.40567613e+02  3.00000000e-01  3.74879510e+00
  313    61  9.40567613e+02  3.05000000e-01  3.70868240e+00
  313    62  9.40567613e+02  3.10000000e-01  3.66490979e+00
  313    63  9.40567613e+02  3.15000000e-01  3.61752047e+00
  313    64  9.40567613e+02  3.20000000e-01  3.56656122e+00
  313    65  9.40567613e+02  3.25000000e-01  3.51208235e+00
  313    66  9.40567613e+02  3.30000000e-01  3.45413760e+00
  313    67  9.40567613e+02  3.35000000e-01  3.39278419e+00
  313    68  9.40567613e+02  3.40000000e-01  3.32808265e+00
  313    69  9.40567613e+02  3.45000000e-01  3.26009685e+00
  313    70  9.40567613e+02  3.50000000e-01  3.18889388e+00
  313    71  9.40567613e+02  3.55000000e-01  3.11454401e+00
  313    72  9.40567613e+02  3.60000000e-01  3.03712062e+00
  313    73  9.40567613e+02  3.65000000e-01  2.95670011e+00
  313    74  9.40567613e+02  3.70000000e-01  2.87336185e+00
  313    75  9.40567613e+02  3.75000000e-01  2.78718808e+00
  313    76  9.40567613e+02  3.80000000e-01  2.69826384e+00
  313    77  9.40567613e+02  3.85000000e-01  2.60667689e+00
  313    78  9.40567613e+02  3.90000000e-01  2.51251760e+00
  313    79  9.40567613e+02  3.95000000e-01  2.41587891e+00
  313    80  9.40567613e+02  4.00000000e-01  2.31685616e+00
  313    81  9.40567613e+02  4.05000000e-01  2.21554708e+00
  313    82  9.40567613e+02  4.10000000e-01  2.11205165e+00
  313    83  9.40567613e+02  4.15000000e-01  2.00647199e+00
  313    84  9.40567613e+02  4.20000000e-01  1.89891229e+00
  313    85  9.40567613e+02  4.25000000e-01  1.78947869e+00
  313    86  9.40567613e+02  4.30000000e-01  1.67827918e+00
  313    87  9.40567613e+02  4.35000000e-01  1.56542350e+00
  313    88  9.40567613e+02  4.40000000e-01  1.45102301e+00
  313    89  9.40567613e+02  4.45000000e-01  1.33519061e+00
  313    90  9.40567613e+02  4.50000000e-01  1.21804059e+00
  313    91  9.40567613e+02  4.55000000e-01  1.09968856e+00
  313    92  9.40567613e+02  4.60000000e-01  9.80251320e-01
  313    93  9.40567613e+02  4.65000000e-01  8.59846727e-01
  313    94  9.40567613e+02  4.70000000e-01  7.38593598e-01
